2024,AL,9,-30.471372,R+30.5,-28.9995157,R+29.0
2024,AK,3,-13.13868181,R+13.2,-11.66682552,R+11.7
2024,AZ,11,-5.527230123,R+5.5,-4.055373827,R+4.1
2024,AR,6,-30.63696228,R+30.6,-29.16510598,R+29.2
2024,CA,54,20.13480214,D+20.1,21.60665844,D+21.6
2024,CO,10,10.9848422,D+11.0,12.45669849,D+12.5
2024,CT,7,14.50446558,D+14.5,15.97632188,D+16.0
2024,DE,3,14.73665079,D+14.7,16.20850709,D+16.2
2024,DC,3,83.8094449,D+83.8,85.2813012,D+85.3
2024,FL,30,-13.10005038,R+13.1,-11.62819408,R+11.6
2024,GA,16,-2.192361326,R+2.2,-0.72050503,R+0.7
2024,HI,4,23.10485174,D+23.1,24.57670804,D+24.6
2024,ID,4,-36.50194737,R+36.5,-35.03009107,R+35.0
2024,IL,19,10.89561909,D+10.9,12.36747539,D+12.4
2024,IN,11,-18.95829878,R+19.0,-17.48644249,R+17.5
2024,IA,6,-13.20951052,R+13.2,-11.73765422,R+11.7
2024,KS,6,-16.11558078,R+16.1,-14.64372448,R+14.6
2024,KY,8,-30.53467532,R+30.5,-29.06281903,R+29.1
2024,LA,8,-22.00500754,R+22.0,-20.53315124,R+20.5
2024,ME,4,6.942154132,D+6.9,8.414010428,D+8.4
2024,MD,10,28.53626362,D+28.5,30.00811992,D+30.0
2024,MA,11,25.19570091,D+25.2,26.66755721,D+26.7
2024,MI,15,-1.41420144,R+1.4,0.057654855,D+0.1
2024,MN,10,4.239409697,D+4.2,5.711265992,D+5.7
2024,MS,6,-22.88877597,R+22.9,-21.41691967,R+21.4
2024,MO,10,-18.40824057,R+18.4,-16.93638427,R+16.9
2024,MT,4,-19.93041032,R+19.9,-18.45855403,R+18.5
2024,NE,5,-20.56898578,R+20.6,-19.09712948,R+19.1
2024,NV,6,-3.098515665,R+3.1,-1.626659369,R+1.6
2024,NH,4,2.779630327,D+2.8,4.251486622,D+4.3
2024,NJ,14,5.909530803,D+5.9,7.381387098,D+7.4
2024,NM,5,6.000738572,D+6.0,7.472594868,D+7.5
2024,NY,28,12.59057948,D+12.6,14.06243578,D+14.1
2024,NC,16,-3.211852453,R+3.2,-1.739996157,R+1.7
2024,ND,3,-36.44606212,R+36.4,-34.97420583,R+35.0
2024,OH,17,-11.20736407,R+11.2,-9.735507775,R+9.7
2024,OK,7,-34.26275386,R+34.2,-32.79089756,R+32.8
2024,OR,8,14.30701722,D+14.3,15.77887351,D+15.8
2024,PA,19,-1.709730992,R+1.7,-0.237874696,R+0.2
2024,RI,4,13.78105363,D+13.8,15.25290993,D+15.3
2024,SC,9,-17.86773882,R+17.8,-16.39588253,R+16.4
2024,SD,3,-29.1945855,R+29.2,-27.7227292,R+27.7
2024,TN,11,-29.71988373,R+29.8,-28.24802744,R+28.2
2024,TX,40,-13.68330501,R+13.7,-12.21144871,R+12.2
2024,UT,6,-21.58235102,R+21.6,-20.11049473,R+20.1
2024,VT,3,31.50759836,D+31.5,32.97945465,D+33.0
2024,VA,13,5.77703969,D+5.8,7.248895986,D+7.2
2024,WA,12,18.21818883,D+18.2,19.69004513,D+19.7
2024,WV,4,-41.87449993,R+41.9,-40.40264363,R+40.4
2024,WI,10,-0.860621579,R+0.9,0.611234717,D+0.6
2024,WY,3,-45.7561476,R+45.8,-44.28429131,R+44.3
